,HCPCS,DESCRIPTION,WORK RVU,FACILITY PE RVU,MP RVU,FACILITY TOTAL
3783,M1059,Pt no prm nurs hm res in pp,0.0,0.0,0.0,0.0
3784,M1060,Pt died in pp,0.0,0.0,0.0,0.0
3785,M1067,Hspc pt prv time meam per,0.0,0.0,0.0,0.0
3786,M1068,Pt not ambulatory,0.0,0.0,0.0,0.0
3787,M1069,Pt scr ft fall rsk,0.0,0.0,0.0,0.0
3788,M1070,Pt not scrn fut fall no rsn,0.0,0.0,0.0,0.0
3789,M1071,Pt had add'l sp pcr perf,0.0,0.0,0.0,0.0
3790,M1106,Start eoc doc med rec,0.0,0.0,0.0,0.0
3791,M1107,Docu dx degen neuro,0.0,0.0,0.0,0.0
3792,M1108,Oc ni pt home prog,0.0,0.0,0.0,0.0
3793,M1109,Oc ni pt dc,0.0,0.0,0.0,0.0
3794,M1110,Oc not p pt selfdc,0.0,0.0,0.0,0.0
3795,M1111,Start eoc doc med rec,0.0,0.0,0.0,0.0
3796,M1112,Docu dx degen neuro,0.0,0.0,0.0,0.0
3797,M1113,Oc ni pt home prog,0.0,0.0,0.0,0.0
3798,M1114,Oc ni pt dc,0.0,0.0,0.0,0.0
3799,M1115,Oc ni pt selfdc,0.0,0.0,0.0,0.0
3800,M1116,Start eoc doc med rec,0.0,0.0,0.0,0.0
3801,M1117,Docu dx degen neuro,0.0,0.0,0.0,0.0
3802,M1118,Oc ni pt home prog,0.0,0.0,0.0,0.0
3803,M1119,Oc ni pt dc,0.0,0.0,0.0,0.0
3804,M1120,Oc ni pt selfdc,0.0,0.0,0.0,0.0
3805,M1121,Start eoc doc med rec,0.0,0.0,0.0,0.0
3806,M1122,Docu dx degen neuro,0.0,0.0,0.0,0.0
3807,M1123,Oc ni pt home prog,0.0,0.0,0.0,0.0
3808,M1124,Oc ni pt dc 1-2 vis,0.0,0.0,0.0,0.0
3809,M1125,Oc ni pt selfdc 1-2 vis,0.0,0.0,0.0,0.0
3810,M1126,Start eoc doc med rec,0.0,0.0,0.0,0.0
3811,M1127,Docu dx degen neuro,0.0,0.0,0.0,0.0
3812,M1128,Oc ni pt home prog,0.0,0.0,0.0,0.0
3813,M1129,Oc ni pt dc,0.0,0.0,0.0,0.0
3814,M1130,Oc ni pt selfdc,0.0,0.0,0.0,0.0
3815,M1131,Docu dx degen neuro,0.0,0.0,0.0,0.0
3816,M1132,Oc ni pt home prog,0.0,0.0,0.0,0.0
3817,M1133,Oc ni pt dc,0.0,0.0,0.0,0.0
3818,M1134,Oc ni pt selfdc,0.0,0.0,0.0,0.0
3819,M1135,Start eoc doc med rec,0.0,0.0,0.0,0.0
3820,M1141,Fs no oks,0.0,0.0,0.0,0.0
3821,M1142,Emerge cases,0.0,0.0,0.0,0.0
3822,M1143,Ni rehab med chiro,0.0,0.0,0.0,0.0
3823,M1145,"Mfn drug add-on, per dose",0.0,0.0,0.0,0.0
3824,M1146,Ongoing care not ind,0.0,0.0,0.0,0.0
3825,M1147,Care not poss med rsn,0.0,0.0,0.0,0.0
3826,M1148,Pt self dschg,0.0,0.0,0.0,0.0
3827,M1149,No neck fs prom incap,0.0,0.0,0.0,0.0
3828,P2028,Cephalin floculation test,0.0,0.0,0.0,0.0
3829,P2029,Congo red blood test,0.0,0.0,0.0,0.0
3830,P2031,Hair analysis,0.0,0.0,0.0,0.0
3831,P2033,Blood thymol turbidity,0.0,0.0,0.0,0.0
3832,P2038,Blood mucoprotein,0.0,0.0,0.0,0.0
3833,P3000,Screen pap by tech w md supv,0.0,0.0,0.0,0.0
3834,P3001,Screening pap smear by phys,0.26,0.38,0.01,0.65
3835,P7001,Culture bacterial urine,0.0,0.0,0.0,0.0
3836,P9010,Whole blood for transfusion,0.0,0.0,0.0,0.0
3837,P9011,Blood split unit,0.0,0.0,0.0,0.0
3838,P9012,Cryoprecipitate each unit,0.0,0.0,0.0,0.0
3839,P9016,Rbc leukocytes reduced,0.0,0.0,0.0,0.0
3840,P9017,Plasma 1 donor frz w/in 8 hr,0.0,0.0,0.0,0.0
3841,P9019,"Platelets, each unit",0.0,0.0,0.0,0.0
3842,P9020,Plaelet rich plasma unit,0.0,0.0,0.0,0.0
3843,P9021,Red blood cells unit,0.0,0.0,0.0,0.0
3844,P9022,Washed red blood cells unit,0.0,0.0,0.0,0.0
3845,P9023,"Frozen plasma, pooled, sd",0.0,0.0,0.0,0.0
3846,P9025,Plasma cryo redu path each,0.0,0.0,0.0,0.0
3847,P9026,Cryo fib comp path redu each,0.0,0.0,0.0,0.0
3848,P9031,Platelets leukocytes reduced,0.0,0.0,0.0,0.0
3849,P9032,"Platelets, irradiated",0.0,0.0,0.0,0.0
3850,P9033,Platelets leukoreduced irrad,0.0,0.0,0.0,0.0
3851,P9034,"Platelets, pheresis",0.0,0.0,0.0,0.0
3852,P9035,Platelet pheres leukoreduced,0.0,0.0,0.0,0.0
3853,P9036,Platelet pheresis irradiated,0.0,0.0,0.0,0.0
3854,P9037,Plate pheres leukoredu irrad,0.0,0.0,0.0,0.0
3855,P9038,Rbc irradiated,0.0,0.0,0.0,0.0
3856,P9039,Rbc deglycerolized,0.0,0.0,0.0,0.0
3857,P9040,Rbc leukoreduced irradiated,0.0,0.0,0.0,0.0
3858,P9041,"Albumin (human),5%, 50ml",0.0,0.0,0.0,0.0
3859,P9043,"Plasma protein fract,5%,50ml",0.0,0.0,0.0,0.0
3860,P9044,Cryoprecipitatereducedplasma,0.0,0.0,0.0,0.0
3861,P9045,"Albumin (human), 5%, 250 ml",0.0,0.0,0.0,0.0
3862,P9046,"Albumin (human), 25%, 20 ml",0.0,0.0,0.0,0.0
3863,P9047,"Albumin (human), 25%, 50ml",0.0,0.0,0.0,0.0
3864,P9048,"Plasmaprotein fract,5%,250ml",0.0,0.0,0.0,0.0
3865,P9050,"Granulocytes, pheresis unit",0.0,0.0,0.0,0.0
3866,P9051,"Blood, l/r, cmv-neg",0.0,0.0,0.0,0.0
3867,P9052,"Platelets, hla-m, l/r, unit",0.0,0.0,0.0,0.0
3868,P9053,"Plt, pher, l/r cmv-neg, irr",0.0,0.0,0.0,0.0
3869,P9054,"Blood, l/r, froz/degly/wash",0.0,0.0,0.0,0.0
3870,P9055,"Plt, aph/pher, l/r, cmv-neg",0.0,0.0,0.0,0.0
3871,P9056,"Blood, l/r, irradiated",0.0,0.0,0.0,0.0
3872,P9057,"Rbc, frz/deg/wsh, l/r, irrad",0.0,0.0,0.0,0.0
3873,P9058,"Rbc, l/r, cmv-neg, irrad",0.0,0.0,0.0,0.0
3874,P9059,"Plasma, frz between 8-24hour",0.0,0.0,0.0,0.0
3875,P9060,Fr frz plasma donor retested,0.0,0.0,0.0,0.0
3876,P9070,Pathogen reduced plasma pool,0.0,0.0,0.0,0.0
3877,P9071,Pathogen reduced plasma sing,0.0,0.0,0.0,0.0
3878,P9073,Platelets pheresis path redu,0.0,0.0,0.0,0.0
3879,P9099,Blood component/product noc,0.0,0.0,0.0,0.0
3880,P9100,Pathogen test for platelets,0.0,0.0,0.0,0.0
3881,P9603,One-way allow prorated miles,0.0,0.0,0.0,0.0
3882,P9604,One-way allow prorated trip,0.0,0.0,0.0,0.0
3883,P9612,Catheterize for urine spec,0.0,0.0,0.0,0.0
3884,P9615,Urine specimen collect mult,0.0,0.0,0.0,0.0
3885,Q0035,Cardiokymography,0.17,0.32,0.02,0.51
3886,Q0035,Cardiokymography,0.0,0.26,0.01,0.27
3887,Q0035,Cardiokymography,0.17,0.06,0.01,0.24
3888,Q0081,Infusion ther other than che,0.0,0.0,0.0,0.0
3889,Q0083,Chemo by other than infusion,0.0,0.0,0.0,0.0
3890,Q0084,Chemotherapy by infusion,0.0,0.0,0.0,0.0
3891,Q0085,Chemo by both infusion and o,0.0,0.0,0.0,0.0
3892,Q0091,Obtaining screen pap smear,0.37,0.14,0.04,0.55
3893,Q0092,Set up port xray equipment,0.0,0.68,0.01,0.69
3894,Q0111,Wet mounts/ w preparations,0.0,0.0,0.0,0.0
3895,Q0112,Potassium hydroxide preps,0.0,0.0,0.0,0.0
3896,Q0113,Pinworm examinations,0.0,0.0,0.0,0.0
3897,Q0114,Fern test,0.0,0.0,0.0,0.0
3898,Q0115,Post-coital mucous exam,0.0,0.0,0.0,0.0
3899,Q0138,"Ferumoxytol, non-esrd",0.0,0.0,0.0,0.0
3900,Q0139,"Ferumoxytol, esrd use",0.0,0.0,0.0,0.0
3901,Q0144,"Azithromycin dihydrate, oral",0.0,0.0,0.0,0.0
3902,Q0161,Chlorpromazine hcl 5mg oral,0.0,0.0,0.0,0.0
3903,Q0162,Ondansetron oral,0.0,0.0,0.0,0.0
3904,Q0163,Diphenhydramine hcl 50mg,0.0,0.0,0.0,0.0
3905,Q0164,Prochlorperazine maleate 5mg,0.0,0.0,0.0,0.0
3906,Q0166,Granisetron hcl 1 mg oral,0.0,0.0,0.0,0.0
3907,Q0167,Dronabinol 2.5mg oral,0.0,0.0,0.0,0.0
3908,Q0169,Promethazine hcl 12.5mg oral,0.0,0.0,0.0,0.0
3909,Q0173,Trimethobenzamide hcl 250mg,0.0,0.0,0.0,0.0
3910,Q0174,Thiethylperazine maleate10mg,0.0,0.0,0.0,0.0
3911,Q0175,Perphenazine 4mg oral,0.0,0.0,0.0,0.0
3912,Q0177,Hydroxyzine pamoate 25mg,0.0,0.0,0.0,0.0
3913,Q0180,Dolasetron mesylate oral,0.0,0.0,0.0,0.0
3914,Q0181,Unspecified oral anti-emetic,0.0,0.0,0.0,0.0
3915,Q0240,Casirivi and imdevi 600 mg,0.0,0.0,0.0,0.0
3916,Q0243,Casirivimab and imdevimab,0.0,0.0,0.0,0.0
3917,Q0244,Casirivi and imdevi 1200 mg,0.0,0.0,0.0,0.0
3918,Q0245,Bamlanivimab and etesevima,0.0,0.0,0.0,0.0
3919,Q0247,Sotrovimab,0.0,0.0,0.0,0.0
3920,Q0249,Tocilizumab for covid-19,0.0,0.0,0.0,0.0
3921,Q0477,Pwr module pt cable lvad rpl,0.0,0.0,0.0,0.0
3922,Q0478,"Power adapter, combo vad",0.0,0.0,0.0,0.0
3923,Q0479,"Power module combo vad, rep",0.0,0.0,0.0,0.0
3924,Q0480,"Driver pneumatic vad, rep",0.0,0.0,0.0,0.0
3925,Q0481,"Microprcsr cu elec vad, rep",0.0,0.0,0.0,0.0
3926,Q0482,"Microprcsr cu combo vad, rep",0.0,0.0,0.0,0.0
3927,Q0483,"Monitor elec vad, rep",0.0,0.0,0.0,0.0
3928,Q0484,Monitor elec or comb vad rep,0.0,0.0,0.0,0.0
3929,Q0485,"Monitor cable elec vad, rep",0.0,0.0,0.0,0.0
3930,Q0486,Mon cable elec/pneum vad rep,0.0,0.0,0.0,0.0
3931,Q0487,"Leads any type vad, rep only",0.0,0.0,0.0,0.0
3932,Q0488,"Pwr pack base elec vad, rep",0.0,0.0,0.0,0.0
3933,Q0489,"Pwr pck base combo vad, rep",0.0,0.0,0.0,0.0
3934,Q0490,"Emr pwr source elec vad, rep",0.0,0.0,0.0,0.0
3935,Q0491,Emr pwr source combo vad rep,0.0,0.0,0.0,0.0
3936,Q0492,"Emr pwr cbl elec vad, rep",0.0,0.0,0.0,0.0
3937,Q0493,"Emr pwr cbl combo vad, rep",0.0,0.0,0.0,0.0
3938,Q0494,"Emr hd pmp elec/combo, rep",0.0,0.0,0.0,0.0
3939,Q0495,"Charger elec/combo vad, rep",0.0,0.0,0.0,0.0
3940,Q0496,"Battery elec/combo vad, rep",0.0,0.0,0.0,0.0
3941,Q0497,"Bat clps elec/comb vad, rep",0.0,0.0,0.0,0.0
3942,Q0498,"Holster elec/combo vad, rep",0.0,0.0,0.0,0.0
3943,Q0499,Belt/vest elec/combo vad rep,0.0,0.0,0.0,0.0
3944,Q0500,"Filters elec/combo vad, rep",0.0,0.0,0.0,0.0
3945,Q0501,"Shwr cov elec/combo vad, rep",0.0,0.0,0.0,0.0
3946,Q0502,"Mobility cart pneum vad, rep",0.0,0.0,0.0,0.0
3947,Q0503,Battery pneum vad replacemnt,0.0,0.0,0.0,0.0
3948,Q0504,"Pwr adpt pneum vad, rep veh",0.0,0.0,0.0,0.0
3949,Q0506,Lith-ion batt elec/pneum vad,0.0,0.0,0.0,0.0
3950,Q0507,Misc sup/acc ext vad,0.0,0.0,0.0,0.0
3951,Q0508,Mis sup/acc imp vad,0.0,0.0,0.0,0.0
3952,Q0509,Mis sup/ac imp vad nopay med,0.0,0.0,0.0,0.0
3953,Q0510,Dispens fee immunosupressive,0.0,0.0,0.0,0.0
3954,Q0511,"Sup fee antiem,antica,immuno",0.0,0.0,0.0,0.0
3955,Q0512,Px sup fee anti-can sub pres,0.0,0.0,0.0,0.0
3956,Q0513,Disp fee inhal drugs/30 days,0.0,0.0,0.0,0.0
3957,Q0514,Disp fee inhal drugs/90 days,0.0,0.0,0.0,0.0
3958,Q0515,Sermorelin acetate injection,0.0,0.0,0.0,0.0
3959,Q1004,Ntiol category 4,0.0,0.0,0.0,0.0
3960,Q1005,Ntiol category 5,0.0,0.0,0.0,0.0
3961,Q2004,Bladder calculi irrig sol,0.0,0.0,0.0,0.0
3962,Q2009,Fosphenytoin inj pe,0.0,0.0,0.0,0.0
3963,Q2017,"Teniposide, 50 mg",0.0,0.0,0.0,0.0
3964,Q2026,Radiesse injection,0.0,0.0,0.0,0.0
3965,Q2028,"Inj, sculptra, 0.5mg",0.0,0.0,0.0,0.0
3966,Q2034,Agriflu vaccine,0.0,0.0,0.0,0.0
3967,Q2035,"Afluria vacc, 3 yrs & >, im",0.0,0.0,0.0,0.0
3968,Q2036,"Flulaval vacc, 3 yrs & >, im",0.0,0.0,0.0,0.0
3969,Q2037,"Fluvirin vacc, 3 yrs & >, im",0.0,0.0,0.0,0.0
3970,Q2038,"Fluzone vacc, 3 yrs & >, im",0.0,0.0,0.0,0.0
3971,Q2039,"Influenza virus vaccine, nos",0.0,0.0,0.0,0.0
3972,Q2041,Axicabtagene ciloleucel car+,0.0,0.0,0.0,0.0
3973,Q2042,Tisagenlecleucel car-pos t,0.0,0.0,0.0,0.0
3974,Q2043,Sipuleucel-t auto cd54+,0.0,0.0,0.0,0.0
3975,Q2049,Imported lipodox inj,0.0,0.0,0.0,0.0
3976,Q2050,Doxorubicin inj 10mg,0.0,0.0,0.0,0.0
3977,Q2052,"Ivig demo, services/supplies",0.0,0.0,0.0,0.0
3978,Q2053,Brexucabtagene car pos t,0.0,0.0,0.0,0.0
3979,Q2054,Lisocabtagene mara car pos t,0.0,0.0,0.0,0.0
3980,Q2055,Idecabtagene vicleucel car,0.0,0.0,0.0,0.0
3981,Q3001,Brachytherapy radioelements,0.0,0.0,0.0,0.0
3982,Q3014,Telehealth facility fee,0.0,0.0,0.0,0.0
3983,Q3027,Inj beta interferon im 1 mcg,0.0,0.0,0.0,0.0
3984,Q3028,Inj beta interferon sq 1 mcg,0.0,0.0,0.0,0.0
3985,Q3031,Collagen skin test,0.0,0.0,0.0,0.0
3986,Q4001,Cast sup body cast plaster,0.0,0.0,0.0,0.0
3987,Q4002,Cast sup body cast fiberglas,0.0,0.0,0.0,0.0
3988,Q4003,Cast sup shoulder cast plstr,0.0,0.0,0.0,0.0
3989,Q4004,Cast sup shoulder cast fbrgl,0.0,0.0,0.0,0.0
3990,Q4005,Cast sup long arm adult plst,0.0,0.0,0.0,0.0
3991,Q4006,Cast sup long arm adult fbrg,0.0,0.0,0.0,0.0
3992,Q4007,Cast sup long arm ped plster,0.0,0.0,0.0,0.0
3993,Q4008,Cast sup long arm ped fbrgls,0.0,0.0,0.0,0.0
3994,Q4009,Cast sup sht arm adult plstr,0.0,0.0,0.0,0.0
3995,Q4010,Cast sup sht arm adult fbrgl,0.0,0.0,0.0,0.0
3996,Q4011,Cast sup sht arm ped plaster,0.0,0.0,0.0,0.0
3997,Q4012,Cast sup sht arm ped fbrglas,0.0,0.0,0.0,0.0
3998,Q4013,Cast sup gauntlet plaster,0.0,0.0,0.0,0.0
3999,Q4014,Cast sup gauntlet fiberglass,0.0,0.0,0.0,0.0
4000,Q4015,Cast sup gauntlet ped plster,0.0,0.0,0.0,0.0
4001,Q4016,Cast sup gauntlet ped fbrgls,0.0,0.0,0.0,0.0
4002,Q4017,Cast sup lng arm splint plst,0.0,0.0,0.0,0.0
4003,Q4018,Cast sup lng arm splint fbrg,0.0,0.0,0.0,0.0
4004,Q4019,Cast sup lng arm splnt ped p,0.0,0.0,0.0,0.0
4005,Q4020,Cast sup lng arm splnt ped f,0.0,0.0,0.0,0.0
4006,Q4021,Cast sup sht arm splint plst,0.0,0.0,0.0,0.0
4007,Q4022,Cast sup sht arm splint fbrg,0.0,0.0,0.0,0.0
4008,Q4023,Cast sup sht arm splnt ped p,0.0,0.0,0.0,0.0
4009,Q4024,Cast sup sht arm splnt ped f,0.0,0.0,0.0,0.0
4010,Q4025,Cast sup hip spica plaster,0.0,0.0,0.0,0.0
4011,Q4026,Cast sup hip spica fiberglas,0.0,0.0,0.0,0.0
4012,Q4027,Cast sup hip spica ped plstr,0.0,0.0,0.0,0.0
4013,Q4028,Cast sup hip spica ped fbrgl,0.0,0.0,0.0,0.0
4014,Q4029,Cast sup long leg plaster,0.0,0.0,0.0,0.0
4015,Q4030,Cast sup long leg fiberglass,0.0,0.0,0.0,0.0
4016,Q4031,Cast sup lng leg ped plaster,0.0,0.0,0.0,0.0
4017,Q4032,Cast sup lng leg ped fbrgls,0.0,0.0,0.0,0.0
4018,Q4033,Cast sup lng leg cylinder pl,0.0,0.0,0.0,0.0
4019,Q4034,Cast sup lng leg cylinder fb,0.0,0.0,0.0,0.0
4020,Q4035,Cast sup lngleg cylndr ped p,0.0,0.0,0.0,0.0
4021,Q4036,Cast sup lngleg cylndr ped f,0.0,0.0,0.0,0.0
4022,Q4037,Cast sup shrt leg plaster,0.0,0.0,0.0,0.0
4023,Q4038,Cast sup shrt leg fiberglass,0.0,0.0,0.0,0.0
4024,Q4039,Cast sup shrt leg ped plster,0.0,0.0,0.0,0.0
4025,Q4040,Cast sup shrt leg ped fbrgls,0.0,0.0,0.0,0.0
4026,Q4041,Cast sup lng leg splnt plstr,0.0,0.0,0.0,0.0
4027,Q4042,Cast sup lng leg splnt fbrgl,0.0,0.0,0.0,0.0
4028,Q4043,Cast sup lng leg splnt ped p,0.0,0.0,0.0,0.0
4029,Q4044,Cast sup lng leg splnt ped f,0.0,0.0,0.0,0.0
4030,Q4045,Cast sup sht leg splnt plstr,0.0,0.0,0.0,0.0
4031,Q4046,Cast sup sht leg splnt fbrgl,0.0,0.0,0.0,0.0
4032,Q4047,Cast sup sht leg splnt ped p,0.0,0.0,0.0,0.0
4033,Q4048,Cast sup sht leg splnt ped f,0.0,0.0,0.0,0.0
4034,Q4049,"Finger splint, static",0.0,0.0,0.0,0.0
4035,Q4050,Cast supplies unlisted,0.0,0.0,0.0,0.0
4036,Q4051,Splint supplies misc,0.0,0.0,0.0,0.0
4037,Q4074,Iloprost non-comp unit dose,0.0,0.0,0.0,0.0
4038,Q4081,"Epoetin alfa, 100 units esrd",0.0,0.0,0.0,0.0
4039,Q4082,Drug/bio noc part b drug cap,0.0,0.0,0.0,0.0
4040,Q4100,"Skin substitute, nos",0.0,0.0,0.0,0.0
4041,Q4101,Apligraf,0.0,0.0,0.0,0.0
4042,Q4102,Oasis wound matrix,0.0,0.0,0.0,0.0
4043,Q4103,Oasis burn matrix,0.0,0.0,0.0,0.0
4044,Q4104,Integra bmwd,0.0,0.0,0.0,0.0
4045,Q4105,Integra drt or omnigraft,0.0,0.0,0.0,0.0
4046,Q4106,Dermagraft,0.0,0.0,0.0,0.0
4047,Q4107,Graftjacket,0.0,0.0,0.0,0.0
4048,Q4108,Integra matrix,0.0,0.0,0.0,0.0
4049,Q4110,Primatrix,0.0,0.0,0.0,0.0
4050,Q4111,Gammagraft,0.0,0.0,0.0,0.0
4051,Q4112,Cymetra injectable,0.0,0.0,0.0,0.0
4052,Q4113,Graftjacket xpress,0.0,0.0,0.0,0.0
4053,Q4114,Integra flowable wound matri,0.0,0.0,0.0,0.0
4054,Q4115,Alloskin,0.0,0.0,0.0,0.0
4055,Q4116,Alloderm,0.0,0.0,0.0,0.0
4056,Q4117,Hyalomatrix,0.0,0.0,0.0,0.0
4057,Q4118,Matristem micromatrix,0.0,0.0,0.0,0.0
4058,Q4121,Theraskin,0.0,0.0,0.0,0.0
4059,Q4122,"Dermacell, awm, porous sq cm",0.0,0.0,0.0,0.0
4060,Q4123,Alloskin,0.0,0.0,0.0,0.0
4061,Q4124,Oasis tri-layer wound matrix,0.0,0.0,0.0,0.0
4062,Q4125,Arthroflex,0.0,0.0,0.0,0.0
4063,Q4126,Memoderm/derma/tranz/integup,0.0,0.0,0.0,0.0
4064,Q4127,Talymed,0.0,0.0,0.0,0.0
4065,Q4128,Flexhd/allopatchhd/matrixhd,0.0,0.0,0.0,0.0
4066,Q4130,Strattice tm,0.0,0.0,0.0,0.0
4067,Q4132,"Grafix core, grafixpl core",0.0,0.0,0.0,0.0
4068,Q4133,Grafix stravix prime pl sqcm,0.0,0.0,0.0,0.0
4069,Q4134,Hmatrix,0.0,0.0,0.0,0.0
4070,Q4135,Mediskin,0.0,0.0,0.0,0.0
4071,Q4136,Ezderm,0.0,0.0,0.0,0.0
4072,Q4137,Amnioexcel biodexcel 1sq cm,0.0,0.0,0.0,0.0
4073,Q4138,"Biodfence dryflex, 1cm",0.0,0.0,0.0,0.0
4074,Q4139,"Amnio or biodmatrix, inj 1cc",0.0,0.0,0.0,0.0
4075,Q4140,Biodfence 1cm,0.0,0.0,0.0,0.0
4076,Q4141,"Alloskin ac, 1 cm",0.0,0.0,0.0,0.0
4077,Q4142,Xcm biologic tiss matrix 1cm,0.0,0.0,0.0,0.0
4078,Q4143,"Repriza, 1cm",0.0,0.0,0.0,0.0
4079,Q4145,"Epifix, inj, 1mg",0.0,0.0,0.0,0.0
4080,Q4146,"Tensix, 1cm",0.0,0.0,0.0,0.0
4081,Q4147,Architect ecm px fx 1 sq cm,0.0,0.0,0.0,0.0
4082,Q4148,Neox neox rt or clarix cord,0.0,0.0,0.0,0.0
4083,Q4149,"Excellagen, 0.1 cc",0.0,0.0,0.0,0.0
4084,Q4150,Allowrap ds or dry 1 sq cm,0.0,0.0,0.0,0.0
4085,Q4151,"Amnioband, guardian 1 sq cm",0.0,0.0,0.0,0.0
4086,Q4152,Dermapure 1 square cm,0.0,0.0,0.0,0.0
4087,Q4153,"Dermavest, plurivest sq cm",0.0,0.0,0.0,0.0
4088,Q4154,Biovance 1 square cm,0.0,0.0,0.0,0.0
4089,Q4155,Neoxflo or clarixflo 1 mg,0.0,0.0,0.0,0.0
4090,Q4156,Neox 100 or clarix 100,0.0,0.0,0.0,0.0
4091,Q4157,Revitalon 1 square cm,0.0,0.0,0.0,0.0
4092,Q4158,"Kerecis omega3, per sq cm",0.0,0.0,0.0,0.0
4093,Q4159,Affinity1 square cm,0.0,0.0,0.0,0.0
4094,Q4160,Nushield 1 square cm,0.0,0.0,0.0,0.0
4095,Q4161,Bio-connekt per square cm,0.0,0.0,0.0,0.0
4096,Q4162,"Wndex flw, bioskn flw, 0.5cc",0.0,0.0,0.0,0.0
4097,Q4163,"Woundex, bioskin, per sq cm",0.0,0.0,0.0,0.0
4098,Q4164,"Helicoll, per square cm",0.0,0.0,0.0,0.0
4099,Q4165,"Keramatrix, kerasorb sq cm",0.0,0.0,0.0,0.0
4100,Q4166,"Cytal, per square centimeter",0.0,0.0,0.0,0.0
4101,Q4167,"Truskin, per sq centimeter",0.0,0.0,0.0,0.0
4102,Q4168,"Amnioband, 1 mg",0.0,0.0,0.0,0.0
4103,Q4169,"Artacent wound, per sq cm",0.0,0.0,0.0,0.0
4104,Q4170,"Cygnus, per sq cm",0.0,0.0,0.0,0.0
4105,Q4171,"Interfyl, 1 mg",0.0,0.0,0.0,0.0
4106,Q4173,Palingen or palingen xplus,0.0,0.0,0.0,0.0
4107,Q4174,Palingen or promatrx,0.0,0.0,0.0,0.0
4108,Q4175,Miroderm,0.0,0.0,0.0,0.0
4109,Q4176,"Neopatch or therion, 1 sq cm",0.0,0.0,0.0,0.0
4110,Q4177,"Floweramnioflo, 0.1 cc",0.0,0.0,0.0,0.0
4111,Q4178,"Floweramniopatch, per sq cm",0.0,0.0,0.0,0.0
4112,Q4179,"Flowerderm, per sq cm",0.0,0.0,0.0,0.0
4113,Q4180,"Revita, per sq cm",0.0,0.0,0.0,0.0
4114,Q4181,"Amnio wound, per square cm",0.0,0.0,0.0,0.0
4115,Q4182,"Transcyte, per sq centimeter",0.0,0.0,0.0,0.0
4116,Q4183,"Surgigraft, 1 sq cm",0.0,0.0,0.0,0.0
4117,Q4184,Cellesta or duo per sq cm,0.0,0.0,0.0,0.0
4118,Q4185,Cellesta flowab amnion 0.5cc,0.0,0.0,0.0,0.0
4119,Q4186,Epifix 1 sq cm,0.0,0.0,0.0,0.0
4120,Q4187,Epicord 1 sq cm,0.0,0.0,0.0,0.0
4121,Q4188,Amnioarmor 1 sq cm,0.0,0.0,0.0,0.0
4122,Q4189,"Artacent ac, 1 mg",0.0,0.0,0.0,0.0
4123,Q4190,Artacent ac 1 sq cm,0.0,0.0,0.0,0.0
4124,Q4191,Restorigin 1 sq cm,0.0,0.0,0.0,0.0
4125,Q4192,"Restorigin, 1 cc",0.0,0.0,0.0,0.0
4126,Q4193,Coll-e-derm 1 sq cm,0.0,0.0,0.0,0.0
4127,Q4194,Novachor 1 sq cm,0.0,0.0,0.0,0.0
4128,Q4195,Puraply 1 sq cm,0.0,0.0,0.0,0.0
4129,Q4196,Puraply am 1 sq cm,0.0,0.0,0.0,0.0
4130,Q4197,Puraply xt 1 sq cm,0.0,0.0,0.0,0.0
4131,Q4198,Genesis amnio membrane 1sqcm,0.0,0.0,0.0,0.0
4132,Q4199,"Cygnus matrix, per sq cm",0.0,0.0,0.0,0.0
4133,Q4200,Skin te 1 sq cm,0.0,0.0,0.0,0.0
4134,Q4201,Matrion 1 sq cm,0.0,0.0,0.0,0.0
4135,Q4202,"Keroxx (2.5g/cc), 1cc",0.0,0.0,0.0,0.0
4136,Q4203,"Derma-gide, 1 sq cm",0.0,0.0,0.0,0.0
4137,Q4204,Xwrap 1 sq cm,0.0,0.0,0.0,0.0
4138,Q4205,Membrane graft or wrap sq cm,0.0,0.0,0.0,0.0
4139,Q4206,Fluid flow or fluid gf 1 cc,0.0,0.0,0.0,0.0
4140,Q4208,Novafix per sq cm,0.0,0.0,0.0,0.0
4141,Q4209,Surgraft per sq cm,0.0,0.0,0.0,0.0
4142,Q4210,Axolotl graf dualgraf sq cm,0.0,0.0,0.0,0.0
4143,Q4211,Amnion bio or axobio sq cm,0.0,0.0,0.0,0.0
4144,Q4212,"Allogen, per cc",0.0,0.0,0.0,0.0
4145,Q4213,"Ascent, 0.5 mg",0.0,0.0,0.0,0.0
4146,Q4214,Cellesta cord per sq cm,0.0,0.0,0.0,0.0
4147,Q4215,"Axolotl ambient, cryo 0.1 mg",0.0,0.0,0.0,0.0
4148,Q4216,Artacent cord per sq cm,0.0,0.0,0.0,0.0
4149,Q4217,Woundfix biowound plus xplus,0.0,0.0,0.0,0.0
4150,Q4218,Surgicord per sq cm,0.0,0.0,0.0,0.0
4151,Q4219,Surgigraft dual per sq cm,0.0,0.0,0.0,0.0
4152,Q4220,"Bellacell hd, surederm sq cm",0.0,0.0,0.0,0.0
4153,Q4221,Amniowrap2 per sq cm,0.0,0.0,0.0,0.0
4154,Q4222,"Progenamatrix, per sq cm",0.0,0.0,0.0,0.0
4155,Q4226,Myown harv prep proc sq cm,0.0,0.0,0.0,0.0
4156,Q4227,Amniocore per sq cm,0.0,0.0,0.0,0.0
